member_id,ticker,exchange,person_name,name_normalized,role,board_type,age,year_of_birth,education,shares,tenure_since,data_sources,confidence_score,is_current,scraped_at
ac4e41e1,MBB,HOSE,143.242.967,143.242.967,VEIL Holdings Limited,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
052c8aff,MBB,HOSE,91.312.113,91.312.113,KIM Vietnam Growth Equity Fund,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
dc082047,MBB,HOSE,35.729.990,35.729.990,Công TNHH MTV Tổng Công ty 28,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
27ab5180,MBB,HOSE,15.249.552,15.249.552,Franklin Templeton Investments,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
83c88653,MBB,HOSE,10.658.344,10.658.344,Lưu Trung Thái,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
d3f5d0c3,MBB,HOSE,7.677.259,7.677.259,Đỗ Văn Hưng,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
14ac0476,MBB,HOSE,6.378.765,6.378.765,Lê Công,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
6798ebe5,MBB,HOSE,5.832.811,5.832.811,Lê Văn Bé,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
fd8255fb,MBB,HOSE,5.821.131,5.821.131,Phạm Như Ánh,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
51c35243,MBB,HOSE,5.769.717,5.769.717,Trần Minh Đạt,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
e7dcd5e6,MBB,HOSE,5.712.076,5.712.076,Vũ Thị Hải Phượng,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
131b2bdd,MBB,HOSE,4.705.861,4.705.861,Nguyễn Thị An Bình,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
ebc2fadd,MBB,HOSE,4.448.523,4.448.523,Lê Thị Lợi,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
f34f5ef6,MBB,HOSE,4.175.180,4.175.180,Phạm Thị Trung Hà,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
fcfedbbd,MBB,HOSE,3.526.226,3.526.226,Trần Thị Bảo Quế,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
5a67b220,MBB,HOSE,3.462.287,3.462.287,Đặng Quốc Tiến,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
1521f8ae,MBB,HOSE,3.288.336,3.288.336,Nguyễn Thị Thanh Nga,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
d0ac4596,MBB,HOSE,3.244.072,3.244.072,Lê Quốc Minh,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
8e5d4528,MBB,HOSE,2.526.735,2.526.735,Nguyễn Minh Châu,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
435c61d1,MBB,HOSE,2.283.786,2.283.786,Nguyễn Thị Ngọc,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
9a719afe,MBB,HOSE,2.262.801,2.262.801,Lê Viết Hải,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
ef71a2f2,MBB,HOSE,2.221.221,2.221.221,Lê Xuân Vũ,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
5a2e2e29,MBB,HOSE,1.812.678,1.812.678,Phạm Thu Ngọc,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
4c4ca2cb,MBB,HOSE,1.636.711,1.636.711,Vũ Thành Trung,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
57834aaf,MBB,HOSE,1.601.610,1.601.610,Phạm Thị Tỷ,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
3f28d007,MBB,HOSE,1.571.222,1.571.222,Lê Hữu Đức,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
1572757d,MBB,HOSE,1.383.685,1.383.685,Nguyễn Xuân Học,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
e092a3c9,MBB,HOSE,1.151.443,1.151.443,Hà Trọng Khiêm,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
31b321ed,MBB,HOSE,1.066.621,1.066.621,Đậu Quang Lành,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
358892ad,MBB,HOSE,1.021.444,1.021.444,Nguyễn Xuân Trường,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
6da8be1b,MBB,HOSE,978.204,978.204,Cao Thị Thuý Nga,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
af385cfe,MBB,HOSE,952.851,952.851,Vũ Hồng Phú,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
db11cad6,MBB,HOSE,940.789,940.789,Nguyễn Mạnh Hùng,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
907b3f28,MBB,HOSE,807.894,807.894,Vũ Thái Huyền,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
1bdc78d9,MBB,HOSE,784.890,784.890,Trần Trung Tín,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
65b613f7,MBB,HOSE,761.587,761.587,Đỗ Thị Tuyết Mai,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
9f1ed886,MBB,HOSE,757.102,757.102,Nguyễn Thị Thủy,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
2b7cfbcb,MBB,HOSE,732.878,732.878,Nguyễn Thanh Bình,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
9e3a9deb,MBB,HOSE,709.266,709.266,Hà Tiến Dũng,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
d28d70b6,MBB,HOSE,621.507,621.507,Nguyễn Đăng Nghiêm,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
7bbe7f16,MBB,HOSE,589.624,589.624,Lê Minh Hồng,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
16d34681,MBB,HOSE,533.421,533.421,Uông Đông Hưng,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
ac5bf3b2,MBB,HOSE,508.733,508.733,Đỗ Kim Loan,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
5b07e65e,MBB,HOSE,505.536,505.536,Nguyễn Thanh Bình,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
3e42dc4d,MBB,HOSE,466.230,466.230,Đặng Thúy Dung,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
57509c2a,MBB,HOSE,417.002,417.002,Trần Thị Kim Thanh,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
8c20a70c,MBB,HOSE,373.309,373.309,Nguyễn Thị Nguyệt Hà,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
25fc3e32,MBB,HOSE,316.257,316.257,Lê Hải,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
be9ead9f,MBB,HOSE,285.438,285.438,Ngô Minh Thuấn,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
f6240d5c,MBB,HOSE,285.411,285.411,Kiều Đặng Hùng,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
27d01fbd,MBB,HOSE,195.486,195.486,Đỗ Văn Tiến,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
f206a4a2,MBB,HOSE,178.485,178.485,Hoàng Thế Hưng,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
f5fe7abb,MBB,HOSE,130.356,130.356,Nguyễn Ngọc Thành,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
34def15b,MBB,HOSE,98.390,98.390,Đỗ Minh Phương,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
83cb316a,MBB,HOSE,77.217,77.217,Nguyễn Văn Huệ,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
04f6a133,MBB,HOSE,72.622,72.622,Nguyễn Hoàng Nam,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
18b7c16a,MBB,HOSE,63.328,63.328,Lê Công Soà,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
9e66474f,MBB,HOSE,57.500,57.500,Đào Minh Tuấn,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
2be5f51c,MBB,HOSE,36.677,36.677,Nguyễn Chí Thành,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
dff20c86,MBB,HOSE,439.766.963,439.766.963,Công ty cổ phần Chứng khoán MB (MBS),Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
b7deafae,MBB,HOSE,143.144.060,143.144.060,Tổng Công ty cổ phần Bảo hiểm Quân đội (MIG),Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
d89ff8bf,MBB,HOSE,8.800.000,8.800.000,Công ty Tài chính cổ phần Sông Đà (SDF),Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
e974779c,MBB,HOSE,7.546.000,7.546.000,Ngân hàng Thương mại Cổ phần Quân đội,Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
50e7fdc1,MBB,HOSE,335.575,335.575,Công ty cổ phần Merufa (MRF),Khác,,,,,,cafef,0.5,True,2026-03-05T00:40:58.527907
7ec9d7b3,VPB,HOSE,Vũ Minh Trường,vu minh truong,Phó Tổng GĐ,Khác,56.0,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
b38663e2,VPB,HOSE,Johnson Wei Li Poh,johnson wei li poh,GĐ Khối Quản trị & Phân tích dữ liệu,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
48f6e7e1,VPB,HOSE,Nguyễn Huy Phách,nguyen huy phach,Giám đốc Khối Khách hàng DN Vừa và Nhỏ,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
ef22f0d0,VPB,HOSE,Võ Hằng Phương,vo hang phuong,Giám đốc Khối Ngân hàng Giao dịch và Định chế Quốc tế,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
251d5dbd,VPB,HOSE,Dmytro Kolechko,dmytro kolechko,Giám đốc Khối Quản lý rủi ro,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
6af14a0f,VPB,HOSE,Trần Thị Diệp Anh,tran thi diep anh,Giám đốc Khối Quản trị Nguồn nhân lực,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
b08fc554,VPB,HOSE,Nguyễn Thị Minh Nguyệt,nguyen thi minh nguyet,Giám đốc Khối Vận hành,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
13bfc0c8,VPB,HOSE,Nguyễn Thùy Dương,nguyen thuy duong,Giám đốc Trung tâm Truyền thông và Tiếp thị,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
be3cd982,VPB,HOSE,Wong Kok Seng Augustine,wong kok seng augustine,Giám đốc Khối Công nghệ Thông tin,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
3dfe41f1,VPB,HOSE,Lê Kim Lan,le kim lan,Thư ký công ty,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
723c88bd,VPB,HOSE,TÊN CỔ ĐÔNG,ten co dong,"TÊN CỔ ĐÔNGSỐ CỔ PHIẾUTỶ LỆ %TÍNH ĐẾN NGÀYSumitomo Mitsui Banking Corporation1.190.499.96815,0115/05/2025CTCP Diera Corp348.748.8644,415/05/2025Ngô Chí Dũng328.553.8994,1415/05/2025Hoàng Anh Minh (Vợ của ôngNgô Chí Dũng)326.753.1934,1215/05/2025Vũ Thị Quyên (Mẹ của ôngNgô Chí Dũng)325.888.9534,1115/05/2025Trần Ngọc Lan309.825.9223,9115/05/2025Trần Ngọc Trung305.089.4023,8515/05/2025Kim Ngọc Cẩm Ly (vợ của ôngBùi Hải Quân)286.603.9633,6115/05/2025Lý Thị Thu Hà (Mẹ của ôngLô Bằng Giang)282.127.5823,5615/05/2025Lê Việt Anh280.269.6273,5315/05/2025Composite Capital Master Fund LP216.604.9442,7315/05/2025Lê Minh Anh214.701.3702,7115/05/2025Nguyễn Thu Thủy (Vợ của ôngLô Bằng Giang)203.349.4112,5615/05/2025Bùi Hải Quân156.329.2021,9715/05/2025Đặng Thị Thanh Tâm116.855.3801,4715/05/2025Nguyễn Mạnh Cường114.755.1671,4515/05/2025Nguyễn Đức Vinh104.905.0201,3215/05/2025Vietnam Enterprise Investments Limited101.860.4801,2815/05/2025Trần Thị Hương101.358.9731,2815/05/2025Trần Quốc Anh Thuyên99.234.2531,2515/05/2025Phạm Thị Nhung46.065.9950,5805/09/2025Lưu Thị Thảo9.898.8690,1215/05/2025Lô Bằng Giang8.249.3160,115/05/2025Dương Thị Thu Thủy2.159.4770,0312/09/2025Đinh Văn Nho1.628.1070,0215/05/2025Phùng Duy Khương1.282.4860,0215/05/2025Phan Ngọc Hòa1.040.5680,0115/05/2025Nguyễn Thanh Bình955.9640,0115/05/2025Nguyễn Thị Ngọc Anh791.0850,0115/05/2025Nguyễn Hưng622.3230,0115/05/2025Phạm Phú Khôi593.9500,0115/05/2025Nguyễn Thành Long436.5410,0115/05/2025Vũ Hồng Cao378.8550,015/05/2025Lê Hoàng Khánh An357.8920,015/05/2025Kim Ly Huyền269.9970,015/05/2025Ngô Phương Chí242.9970,015/05/2025Nguyễn Thị Mai Trinh212.7310,015/05/2025Dương Thị Thủy156.8730,015/05/2025Trịnh Thị Thanh Hằng144.5550,015/05/2025Nguyễn Thị Thu Hằng107.9400,005/09/2025Lê Lan Kim42.3420,008/07/2025",Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
6024969c,VPB,HOSE,SỐ CỔ PHIẾU,so co phieu,TÊN CỔ ĐÔNG,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
ff095c7c,VPB,HOSE,1.190.499.968,1.190.499.968,Sumitomo Mitsui Banking Corporation,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
540bf7de,VPB,HOSE,348.748.864,348.748.864,CTCP Diera Corp,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
07311ee5,VPB,HOSE,328.553.899,328.553.899,Ngô Chí Dũng,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
d2984249,VPB,HOSE,326.753.193,326.753.193,Hoàng Anh Minh (Vợ của ôngNgô Chí Dũng),Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
3163637c,VPB,HOSE,325.888.953,325.888.953,Vũ Thị Quyên (Mẹ của ôngNgô Chí Dũng),Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
b3b37598,VPB,HOSE,309.825.922,309.825.922,Trần Ngọc Lan,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
337ee794,VPB,HOSE,305.089.402,305.089.402,Trần Ngọc Trung,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
d889ded4,VPB,HOSE,286.603.963,286.603.963,Kim Ngọc Cẩm Ly (vợ của ôngBùi Hải Quân),Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
e21969ee,VPB,HOSE,282.127.582,282.127.582,Lý Thị Thu Hà (Mẹ của ôngLô Bằng Giang),Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
8d390415,VPB,HOSE,280.269.627,280.269.627,Lê Việt Anh,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
77504d43,VPB,HOSE,216.604.944,216.604.944,Composite Capital Master Fund LP,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
504babdd,VPB,HOSE,214.701.370,214.701.370,Lê Minh Anh,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
0663afd6,VPB,HOSE,203.349.411,203.349.411,Nguyễn Thu Thủy (Vợ của ôngLô Bằng Giang),Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
4ed0ed94,VPB,HOSE,156.329.202,156.329.202,Bùi Hải Quân,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
c3477a95,VPB,HOSE,116.855.380,116.855.380,Đặng Thị Thanh Tâm,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
2e1378de,VPB,HOSE,114.755.167,114.755.167,Nguyễn Mạnh Cường,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
28638d53,VPB,HOSE,104.905.020,104.905.020,Nguyễn Đức Vinh,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
35435968,VPB,HOSE,101.860.480,101.860.480,Vietnam Enterprise Investments Limited,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
5cccf12c,VPB,HOSE,101.358.973,101.358.973,Trần Thị Hương,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
320753c7,VPB,HOSE,99.234.253,99.234.253,Trần Quốc Anh Thuyên,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
0e9fd50f,VPB,HOSE,46.065.995,46.065.995,Phạm Thị Nhung,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
ae60edf9,VPB,HOSE,9.898.869,9.898.869,Lưu Thị Thảo,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
fd9f7662,VPB,HOSE,8.249.316,8.249.316,Lô Bằng Giang,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
905dce4e,VPB,HOSE,2.159.477,2.159.477,Dương Thị Thu Thủy,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
695631b2,VPB,HOSE,1.628.107,1.628.107,Đinh Văn Nho,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
3664d56a,VPB,HOSE,1.282.486,1.282.486,Phùng Duy Khương,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
64dfd8ff,VPB,HOSE,1.040.568,1.040.568,Phan Ngọc Hòa,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
6ea54502,VPB,HOSE,955.964,955.964,Nguyễn Thanh Bình,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
9daf2461,VPB,HOSE,791.085,791.085,Nguyễn Thị Ngọc Anh,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
e945cffe,VPB,HOSE,622.323,622.323,Nguyễn Hưng,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
4a312b5e,VPB,HOSE,593.950,593.950,Phạm Phú Khôi,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
a97dd877,VPB,HOSE,436.541,436.541,Nguyễn Thành Long,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
b2315475,VPB,HOSE,378.855,378.855,Vũ Hồng Cao,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
3cf46c87,VPB,HOSE,357.892,357.892,Lê Hoàng Khánh An,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
088abd0e,VPB,HOSE,269.997,269.997,Kim Ly Huyền,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
ee553856,VPB,HOSE,242.997,242.997,Ngô Phương Chí,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
e4ac8ada,VPB,HOSE,212.731,212.731,Nguyễn Thị Mai Trinh,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
733c818d,VPB,HOSE,156.873,156.873,Dương Thị Thủy,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
545ce6c3,VPB,HOSE,144.555,144.555,Trịnh Thị Thanh Hằng,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
ecd5c4a3,VPB,HOSE,107.940,107.940,Nguyễn Thị Thu Hằng,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
ad95ade7,VPB,HOSE,42.342,42.342,Lê Lan Kim,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:00.608524
ed135e7c,FPT,HOSE,Mai Thị Lan Anh,mai thi lan anh,Công bố thông tin,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
ecb8bc5c,FPT,HOSE,TÊN CỔ ĐÔNG,ten co dong,"TÊN CỔ ĐÔNGSỐ CỔ PHIẾUTỶ LỆ %TÍNH ĐẾN NGÀYTrương Gia Bình117.347.9646,8901/12/2025Tổng Công ty Đầu tư và Kinh doanh vốn Nhà nước83.987.5104,9301/12/2025Macquarie Bank Limited OBU76.795.6624,5101/12/2025MACQUANE BANK LIMITED67.663.7513,9701/12/2025GIC Private Limited66.047.7103,8801/12/2025Công ty TNHH QT54.303.9223,1901/12/2025Dragon Capital Vietnam Mother Fund35.386.4042,0801/12/2025The Caravel Fund (International) Limited31.601.0291,8601/12/2025Kuroto Fund Lp29.887.5271,7501/12/2025Cashew Investments Pte.Ltd29.484.6571,7301/12/2025Bùi Quang Ngọc25.255.7151,4801/12/2025Trương Thị Thanh Thanh21.822.4651,2801/12/2025CTBC Vietnam Equity Fund19.061.4551,1201/12/2025Đỗ Cao Bảo15.946.0500,9401/12/2025Nguyễn Thế Phương6.103.7930,3601/12/2025Nguyễn Văn Khoa5.414.6100,3201/12/2025Hoàng Việt Anh3.321.4890,1901/12/2025Phạm Minh Tuấn2.957.8480,1701/12/2025Nguyễn Khải Hoàn2.497.2040,1513/02/2026Hoàng Hữu Chiến938.7070,0601/12/2025Nguyễn Việt Thắng156.4510,0101/12/2025Mai Thị Lan Anh9.2100,001/12/2025Tổng Công ty Cổ phần Bảo Minh60,001/12/2025",Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
66866a76,FPT,HOSE,SỐ CỔ PHIẾU,so co phieu,TÊN CỔ ĐÔNG,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
e87e3b1f,FPT,HOSE,117.347.964,117.347.964,Trương Gia Bình,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
930e7432,FPT,HOSE,83.987.510,83.987.510,Tổng Công ty Đầu tư và Kinh doanh vốn Nhà nước,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
7bdb8538,FPT,HOSE,76.795.662,76.795.662,Macquarie Bank Limited OBU,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
02fab63e,FPT,HOSE,67.663.751,67.663.751,MACQUANE BANK LIMITED,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
81116f05,FPT,HOSE,66.047.710,66.047.710,GIC Private Limited,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
9e310f54,FPT,HOSE,54.303.922,54.303.922,Công ty TNHH QT,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
122d1eda,FPT,HOSE,35.386.404,35.386.404,Dragon Capital Vietnam Mother Fund,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
d1c55e41,FPT,HOSE,31.601.029,31.601.029,The Caravel Fund (International) Limited,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
70565a4b,FPT,HOSE,29.887.527,29.887.527,Kuroto Fund Lp,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
29d10cc0,FPT,HOSE,29.484.657,29.484.657,Cashew Investments Pte.Ltd,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
72a78fe5,FPT,HOSE,25.255.715,25.255.715,Bùi Quang Ngọc,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
158d026a,FPT,HOSE,21.822.465,21.822.465,Trương Thị Thanh Thanh,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
1332ab67,FPT,HOSE,19.061.455,19.061.455,CTBC Vietnam Equity Fund,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
36cfbaa3,FPT,HOSE,15.946.050,15.946.050,Đỗ Cao Bảo,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
98fcb21d,FPT,HOSE,6.103.793,6.103.793,Nguyễn Thế Phương,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
996b0ea7,FPT,HOSE,5.414.610,5.414.610,Nguyễn Văn Khoa,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
26517c65,FPT,HOSE,3.321.489,3.321.489,Hoàng Việt Anh,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
5caee457,FPT,HOSE,2.957.848,2.957.848,Phạm Minh Tuấn,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
b46659a1,FPT,HOSE,2.497.204,2.497.204,Nguyễn Khải Hoàn,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
9af3d5e5,FPT,HOSE,938.707,938.707,Hoàng Hữu Chiến,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
3adedcc9,FPT,HOSE,156.451,156.451,Nguyễn Việt Thắng,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
13c5f048,FPT,HOSE,9.210,9.210,Mai Thị Lan Anh,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
b448f9a1,FPT,HOSE,6,6,Tổng Công ty Cổ phần Bảo Minh,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
d3f70661,FPT,HOSE,337.291.780,337.291.780,Công ty Cổ phần Viễn thông FPT (FOX),Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
34cfbf3f,FPT,HOSE,187.804.760,187.804.760,Ngân hàng Thương mại cổ phần Tiên Phong (TPB),Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
c7e53c82,FPT,HOSE,79.250.812,79.250.812,Công ty cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
464f9393,FPT,HOSE,53.778.343,53.778.343,Công ty Cổ phần Chứng khoán FPT (FTS),Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
b6cd6157,FPT,HOSE,50.691.427,50.691.427,Công ty Cổ phần FPT,Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
5f3433b4,FPT,HOSE,3.515.752,3.515.752,Công ty cổ phần Dịch vụ Trực tuyến FPT (FOC),Khác,,,,,,cafef,0.5,True,2026-03-05T00:41:02.310170
d4f48fe4,MSN,HOSE,Nguyễn Quỳnh Lâm,nguyen quynh lam,Trưởng BKS,Khác,61.0,,,,,cafef,0.5,True,2026-03-05T00:41:04.309372
9888b469,MSN,HOSE,Phạm Đình Toại,pham dinh toai,Thành viên BKS,Khác,59.0,,,,,cafef,0.5,True,2026-03-05T00:41:04.309372
87db5f62,MSN,HOSE,Phan Thị Thúy Hoa,phan thi thuy hoa,Thành viên BKS,Khác,49.0,,,,,cafef,0.5,True,2026-03-05T00:41:04.309372
5c994cdb,MSN,HOSE,Trần Phương Bắc,tran phuong bac,Công bố thông tin,Khác,52.0,,,,,cafef,0.5,True,2026-03-05T00:41:04.309372
